lead_id,lead_created_date,lead_source,agent_id,agent_name,property_type,neighborhood,listing_price,funnel_stage,closed,close_date,days_to_close,commission_rate,commission_amount,lost_reason,days_since_last_contact,at_risk_lead
L10384,2025-05-24,Zillow,A109,Aditya Verma,Condo,Harborview,483876.72,Closed,True,2025-07-11,48.0,0.028,13548.55,,,False
L10385,2025-12-14,Zillow,A103,Karan Malhotra,Condo,Downtown Core,344327.73,Contacted,False,,,,,Went cold / unresponsive,15.0,False
L10386,2025-10-10,Website,A107,Vikram Singh,Single Family,Downtown Core,559330.53,Contacted,False,,,,,Went cold / unresponsive,8.0,False
L10387,2025-09-23,Zillow,A104,Sneha Rao,Townhouse,Oakridge,335543.52,Showing Completed,False,,,,,Chose competitor,0.0,False
L10388,2025-01-12,Referral,A109,Aditya Verma,Townhouse,Downtown Core,525582.68,Closed,True,2025-02-07,26.0,0.028,14716.32,,,False
L10389,2025-06-08,Referral,A109,Aditya Verma,Single Family,Lakeview,457089.23,Showing Scheduled,False,,,,,Went cold / unresponsive,1.0,False
L10390,2025-05-26,Referral,A105,Arjun Nair,Condo,Oakridge,314654.17,Contacted,False,,,,,Still in progress,1.0,False
L10391,2025-08-05,Social Media,A114,Tanvi Joshi,Townhouse,Pinecrest,339226.87,Contacted,False,,,,,Went cold / unresponsive,8.0,False
L10392,2025-05-29,Open House,A110,Ishita Bose,Single Family,Oakridge,376159.66,Showing Completed,False,,,,,Chose competitor,10.0,False
L10393,2025-02-13,Zillow,A104,Sneha Rao,Single Family,Lakeview,455858.97,Showing Completed,False,,,,,Went cold / unresponsive,1.0,False
L10394,2025-04-20,Referral,A110,Ishita Bose,Single Family,Downtown Core,696320.61,Showing Scheduled,False,,,,,Changed mind,8.0,False
L10395,2025-05-09,Zillow,A101,Rohan Mehta,Condo,Sunset Hills,252771.25,Showing Completed,False,,,,,Financing fell through,7.0,False
L10396,2025-02-27,Social Media,A114,Tanvi Joshi,Condo,Riverside Heights,265212.6,Showing Completed,False,,,,,Went cold / unresponsive,11.0,False
L10397,2025-03-14,Zillow,A110,Ishita Bose,Condo,Lakeview,369029.54,Showing Scheduled,False,,,,,Price too high,15.0,False
L10398,2025-12-08,Website,A110,Ishita Bose,Single Family,Pinecrest,450215.68,Closed,True,2026-01-06,29.0,0.028,12606.04,,,False
L10399,2025-09-25,Walk-in,A109,Aditya Verma,Townhouse,Downtown Core,407738.92,Offer Made,False,,,,,Went cold / unresponsive,3.0,False
L10400,2025-09-20,Zillow,A108,Neha Gupta,Condo,Lakeview,396140.67,Showing Completed,False,,,,,Went cold / unresponsive,4.0,False
L10401,2025-09-26,Social Media,A100,Priya Sharma,Single Family,Riverside Heights,579249.73,Contacted,False,,,,,Chose competitor,11.0,False
L10402,2025-10-06,Zillow,A110,Ishita Bose,Condo,Downtown Core,465788.74,Showing Completed,False,,,,,Financing fell through,0.0,False
L10403,2025-07-27,Referral,A100,Priya Sharma,Condo,Downtown Core,252031.37,Contacted,False,,,,,Still in progress,6.0,False
L10404,2025-11-16,Social Media,A100,Priya Sharma,Condo,Oakridge,323372.95,Contacted,False,,,,,Went cold / unresponsive,30.0,True
L10405,2025-11-02,Referral,A106,Divya Kapoor,Condo,Oakridge,204614.98,Closed,True,2025-12-04,32.0,0.028,5729.22,,,False
L10406,2025-07-08,Referral,A108,Neha Gupta,Condo,Riverside Heights,392615.83,Showing Scheduled,False,,,,,Went cold / unresponsive,0.0,False
L10407,2025-09-08,Zillow,A113,Rahul Chawla,Single Family,Lakeview,475059.8,Contacted,False,,,,,Price too high,28.0,True
L10408,2025-10-05,Walk-in,A108,Neha Gupta,Townhouse,Sunset Hills,402386.42,Contacted,False,,,,,Still in progress,15.0,False
L10409,2025-06-01,Open House,A113,Rahul Chawla,Single Family,Maple Grove,509722.94,Showing Completed,False,,,,,Went cold / unresponsive,6.0,False
L10410,2025-09-03,Walk-in,A113,Rahul Chawla,Single Family,Riverside Heights,375745.28,Contacted,False,,,,,Chose competitor,1.0,False
L10411,2025-07-29,Zillow,A109,Aditya Verma,Single Family,Sunset Hills,403331.25,Offer Made,False,,,,,Still in progress,8.0,False
L10412,2025-05-14,Zillow,A111,Sameer Khan,Condo,Lakeview,293329.76,Offer Made,False,,,,,Price too high,5.0,False
L10413,2025-02-11,Referral,A106,Divya Kapoor,Single Family,Sunset Hills,431001.4,Contacted,False,,,,,Went cold / unresponsive,4.0,False
L10414,2025-12-14,Website,A100,Priya Sharma,Single Family,Maple Grove,354893.72,Contacted,False,,,,,Chose competitor,19.0,False
L10415,2025-03-26,Social Media,A112,Pooja Reddy,Single Family,Maple Grove,400351.58,Showing Completed,False,,,,,Chose competitor,2.0,False
L10416,2025-10-05,Referral,A113,Rahul Chawla,Townhouse,Maple Grove,254880.02,Contacted,False,,,,,Price too high,29.0,True
L10417,2025-10-06,Walk-in,A104,Sneha Rao,Single Family,Lakeview,527279.82,Lead (Uncontacted),False,,,,,Never contacted,11.0,False
L10418,2025-10-11,Social Media,A102,Ananya Iyer,Single Family,Sunset Hills,504390.44,Showing Completed,False,,,,,Financing fell through,6.0,False
L10419,2025-10-07,Zillow,A100,Priya Sharma,Single Family,Sunset Hills,423955.28,Closed,True,2025-11-28,52.0,0.028,11870.75,,,False
L10420,2025-04-24,Walk-in,A109,Aditya Verma,Condo,Maple Grove,319408.54,Contacted,False,,,,,Still in progress,3.0,False
L10421,2025-08-21,Website,A114,Tanvi Joshi,Townhouse,Harborview,389056.49,Contacted,False,,,,,Went cold / unresponsive,0.0,False
L10422,2025-06-29,Referral,A111,Sameer Khan,Single Family,Lakeview,561876.39,Closed,True,2025-08-17,49.0,0.028,15732.54,,,False
L10423,2025-06-22,Zillow,A106,Divya Kapoor,Condo,Sunset Hills,288352.96,Showing Scheduled,False,,,,,Still in progress,23.0,True
L10424,2025-12-09,Social Media,A102,Ananya Iyer,Single Family,Harborview,491932.95,Showing Completed,False,,,,,Went cold / unresponsive,1.0,False
L10425,2025-12-06,Zillow,A108,Neha Gupta,Condo,Maple Grove,257214.63,Closed,True,2025-12-25,19.0,0.028,7202.01,,,False
L10426,2025-01-28,Zillow,A101,Rohan Mehta,Single Family,Lakeview,417804.24,Showing Completed,False,,,,,Chose competitor,13.0,False
L10427,2025-12-21,Referral,A108,Neha Gupta,Multi-Family,Pinecrest,361763.79,Closed,True,2026-02-15,56.0,0.028,10129.39,,,False
L10428,2025-12-11,Open House,A107,Vikram Singh,Single Family,Maple Grove,305538.98,Contacted,False,,,,,Still in progress,9.0,False
L10429,2025-02-03,Open House,A103,Karan Malhotra,Single Family,Riverside Heights,446380.26,Contacted,False,,,,,Went cold / unresponsive,0.0,False
L10430,2025-01-30,Walk-in,A102,Ananya Iyer,Townhouse,Maple Grove,285890.24,Contacted,False,,,,,Price too high,4.0,False
L10431,2025-10-03,Website,A105,Arjun Nair,Townhouse,Oakridge,283415.4,Contacted,False,,,,,Still in progress,0.0,False
L10432,2025-07-10,Website,A102,Ananya Iyer,Single Family,Downtown Core,718556.31,Contacted,False,,,,,Chose competitor,2.0,False
L10433,2025-03-14,Referral,A112,Pooja Reddy,Condo,Lakeview,346753.69,Offer Made,False,,,,,Went cold / unresponsive,27.0,True
L10434,2025-10-14,Open House,A111,Sameer Khan,Townhouse,Riverside Heights,406371.45,Lead (Uncontacted),False,,,,,Never contacted,5.0,False
L10435,2025-07-14,Referral,A109,Aditya Verma,Townhouse,Pinecrest,382515.1,Showing Completed,False,,,,,Chose competitor,5.0,False
L10436,2025-12-27,Open House,A102,Ananya Iyer,Townhouse,Harborview,506530.19,Contacted,False,,,,,Still in progress,18.0,False
L10437,2025-08-20,Referral,A114,Tanvi Joshi,Single Family,Downtown Core,625934.54,Showing Completed,False,,,,,Went cold / unresponsive,26.0,True
L10438,2025-08-03,Social Media,A111,Sameer Khan,Single Family,Sunset Hills,428340.28,Showing Completed,False,,,,,Chose competitor,2.0,False
L10439,2025-08-10,Open House,A100,Priya Sharma,Single Family,Oakridge,433645.16,Lead (Uncontacted),False,,,,,Never contacted,20.0,False
L10440,2025-06-06,Open House,A111,Sameer Khan,Townhouse,Oakridge,223565.7,Contacted,False,,,,,Chose competitor,20.0,False
L10441,2025-03-28,Referral,A100,Priya Sharma,Townhouse,Downtown Core,487537.76,Contacted,False,,,,,Went cold / unresponsive,2.0,False
L10442,2025-02-17,Website,A107,Vikram Singh,Condo,Downtown Core,402916.78,Contacted,False,,,,,Price too high,18.0,False
L10443,2025-12-04,Website,A110,Ishita Bose,Single Family,Riverside Heights,451199.73,Contacted,False,,,,,Price too high,32.0,True
L10444,2025-07-09,Website,A109,Aditya Verma,Single Family,Downtown Core,562545.73,Lead (Uncontacted),False,,,,,Never contacted,3.0,False
L10445,2025-02-03,Walk-in,A105,Arjun Nair,Single Family,Sunset Hills,413303.43,Showing Completed,False,,,,,Financing fell through,21.0,False
L10446,2025-12-13,Zillow,A107,Vikram Singh,Single Family,Harborview,558864.21,Showing Completed,False,,,,,Financing fell through,5.0,False
L10447,2025-12-02,Walk-in,A102,Ananya Iyer,Townhouse,Maple Grove,274017.2,Contacted,False,,,,,Went cold / unresponsive,3.0,False
L10448,2025-01-16,Website,A114,Tanvi Joshi,Single Family,Lakeview,495529.38,Contacted,False,,,,,Financing fell through,19.0,False
L10449,2025-09-08,Referral,A108,Neha Gupta,Condo,Sunset Hills,243980.09,Contacted,False,,,,,Still in progress,5.0,False
L10450,2025-02-28,Referral,A107,Vikram Singh,Single Family,Downtown Core,666142.7,Contacted,False,,,,,Price too high,0.0,False
L10451,2025-01-18,Social Media,A103,Karan Malhotra,Single Family,Maple Grove,455587.08,Contacted,False,,,,,Went cold / unresponsive,16.0,False
L10452,2025-09-07,Social Media,A110,Ishita Bose,Condo,Sunset Hills,208171.77,Showing Scheduled,False,,,,,Chose competitor,8.0,False
L10453,2025-09-08,Open House,A111,Sameer Khan,Townhouse,Riverside Heights,350384.5,Contacted,False,,,,,Price too high,0.0,False
L10454,2025-08-29,Social Media,A100,Priya Sharma,Multi-Family,Sunset Hills,691393.6,Closed,True,2025-10-03,35.0,0.028,19359.02,,,False
L10455,2025-02-11,Zillow,A114,Tanvi Joshi,Townhouse,Downtown Core,382323.86,Contacted,False,,,,,Price too high,3.0,False
L10456,2025-02-26,Open House,A104,Sneha Rao,Single Family,Sunset Hills,437621.8,Contacted,False,,,,,Price too high,17.0,False
L10457,2025-10-04,Zillow,A101,Rohan Mehta,Multi-Family,Downtown Core,877002.06,Showing Scheduled,False,,,,,Price too high,7.0,False
L10458,2025-06-11,Walk-in,A113,Rahul Chawla,Multi-Family,Riverside Heights,710981.4,Offer Made,False,,,,,Price too high,3.0,False
L10459,2025-05-09,Zillow,A111,Sameer Khan,Townhouse,Lakeview,541590.52,Contacted,False,,,,,Price too high,4.0,False
L10460,2025-02-24,Zillow,A100,Priya Sharma,Single Family,Pinecrest,439341.55,Contacted,False,,,,,Price too high,14.0,False
L10461,2025-06-03,Referral,A114,Tanvi Joshi,Single Family,Sunset Hills,500147.17,Contacted,False,,,,,Went cold / unresponsive,5.0,False
L10462,2025-08-12,Zillow,A110,Ishita Bose,Townhouse,Pinecrest,237183.31,Lead (Uncontacted),False,,,,,Never contacted,9.0,False
L10463,2025-07-28,Walk-in,A110,Ishita Bose,Condo,Lakeview,246573.42,Contacted,False,,,,,Went cold / unresponsive,8.0,False
L10464,2025-07-06,Social Media,A108,Neha Gupta,Condo,Sunset Hills,255435.57,Showing Completed,False,,,,,Chose competitor,11.0,False
L10465,2025-01-25,Referral,A110,Ishita Bose,Single Family,Maple Grove,437326.6,Closed,True,2025-03-02,36.0,0.028,12245.14,,,False
L10466,2025-05-17,Social Media,A100,Priya Sharma,Condo,Sunset Hills,266692.5,Showing Completed,False,,,,,Went cold / unresponsive,2.0,False
L10467,2025-04-11,Zillow,A104,Sneha Rao,Single Family,Riverside Heights,480561.98,Showing Scheduled,False,,,,,Price too high,0.0,False
L10468,2025-09-22,Zillow,A108,Neha Gupta,Condo,Lakeview,284212.7,Showing Completed,False,,,,,Price too high,6.0,False
L10469,2025-10-25,Website,A103,Karan Malhotra,Condo,Harborview,220109.71,Offer Made,False,,,,,Went cold / unresponsive,17.0,False
L10470,2025-10-29,Social Media,A111,Sameer Khan,Condo,Sunset Hills,271828.95,Showing Completed,False,,,,,Price too high,0.0,False
L10471,2025-08-21,Zillow,A108,Neha Gupta,Condo,Sunset Hills,222772.48,Showing Completed,False,,,,,Price too high,4.0,False
L10472,2025-04-18,Referral,A107,Vikram Singh,Single Family,Maple Grove,434041.37,Contacted,False,,,,,Went cold / unresponsive,12.0,False
L10473,2025-08-22,Open House,A106,Divya Kapoor,Single Family,Lakeview,409747.57,Lead (Uncontacted),False,,,,,Never contacted,2.0,False
L10474,2025-10-03,Website,A112,Pooja Reddy,Condo,Lakeview,302438.83,Contacted,False,,,,,Went cold / unresponsive,14.0,False
L10475,2025-12-22,Social Media,A108,Neha Gupta,Single Family,Oakridge,315826.58,Showing Scheduled,False,,,,,Went cold / unresponsive,5.0,False
L10476,2025-02-22,Zillow,A112,Pooja Reddy,Single Family,Downtown Core,1009957.27,Contacted,False,,,,,Still in progress,2.0,False
L10477,2025-11-24,Zillow,A102,Ananya Iyer,Townhouse,Oakridge,297078.7,Showing Scheduled,False,,,,,Went cold / unresponsive,5.0,False
L10478,2025-04-29,Social Media,A110,Ishita Bose,Multi-Family,Lakeview,412602.69,Closed,True,2025-07-20,82.0,0.028,11552.88,,,False
L10479,2025-05-01,Website,A102,Ananya Iyer,Single Family,Sunset Hills,514697.75,Lead (Uncontacted),False,,,,,Never contacted,13.0,False
L10480,2025-05-20,Social Media,A110,Ishita Bose,Condo,Harborview,353943.46,Closed,True,2025-06-03,14.0,0.028,9910.42,,,False
L10481,2025-08-30,Walk-in,A102,Ananya Iyer,Single Family,Lakeview,558891.69,Showing Completed,False,,,,,Still in progress,6.0,False
L10482,2025-03-27,Zillow,A110,Ishita Bose,Single Family,Lakeview,463819.65,Contacted,False,,,,,Price too high,8.0,False
L10483,2025-02-26,Website,A106,Divya Kapoor,Single Family,Harborview,445282.05,Closed,True,2025-04-04,37.0,0.028,12467.9,,,False
L10484,2025-08-22,Walk-in,A103,Karan Malhotra,Single Family,Sunset Hills,388508.24,Offer Made,False,,,,,Price too high,0.0,False
L10485,2025-08-17,Zillow,A112,Pooja Reddy,Single Family,Riverside Heights,630820.19,Showing Completed,False,,,,,Chose competitor,3.0,False
L10486,2025-01-13,Referral,A105,Arjun Nair,Single Family,Lakeview,520797.94,Showing Completed,False,,,,,Financing fell through,14.0,False
L10487,2025-01-18,Open House,A104,Sneha Rao,Multi-Family,Oakridge,711503.9,Lead (Uncontacted),False,,,,,Never contacted,9.0,False
L10488,2025-09-12,Zillow,A103,Karan Malhotra,Single Family,Maple Grove,330412.72,Showing Scheduled,False,,,,,Chose competitor,9.0,False
L10489,2025-07-23,Referral,A109,Aditya Verma,Multi-Family,Harborview,732816.8,Offer Made,False,,,,,Went cold / unresponsive,22.0,True
L10490,2025-12-21,Website,A101,Rohan Mehta,Single Family,Maple Grove,546200.47,Showing Completed,False,,,,,Chose competitor,9.0,False
L10491,2025-08-07,Referral,A104,Sneha Rao,Condo,Oakridge,225752.97,Showing Scheduled,False,,,,,Chose competitor,42.0,True
L10492,2025-12-19,Walk-in,A111,Sameer Khan,Single Family,Lakeview,571036.69,Contacted,False,,,,,Still in progress,4.0,False
L10493,2025-04-13,Walk-in,A101,Rohan Mehta,Multi-Family,Oakridge,456780.35,Lead (Uncontacted),False,,,,,Never contacted,11.0,False
L10494,2025-04-11,Zillow,A113,Rahul Chawla,Single Family,Riverside Heights,578004.36,Lead (Uncontacted),False,,,,,Never contacted,2.0,False
L10495,2025-07-01,Walk-in,A110,Ishita Bose,Single Family,Downtown Core,471603.26,Showing Scheduled,False,,,,,Went cold / unresponsive,12.0,False
L10496,2025-03-04,Social Media,A105,Arjun Nair,Townhouse,Downtown Core,580313.3,Showing Completed,False,,,,,Price too high,2.0,False
L10497,2025-08-22,Open House,A113,Rahul Chawla,Single Family,Maple Grove,427302.23,Contacted,False,,,,,Price too high,30.0,True
L10498,2025-05-30,Social Media,A108,Neha Gupta,Condo,Maple Grove,346646.61,Offer Made,False,,,,,Price too high,15.0,False
L10499,2025-04-08,Zillow,A110,Ishita Bose,Single Family,Downtown Core,718622.38,Offer Made,False,,,,,Financing fell through,27.0,True
L10500,2025-11-07,Open House,A106,Divya Kapoor,Townhouse,Riverside Heights,366415.54,Contacted,False,,,,,Still in progress,2.0,False
L10501,2025-06-14,Referral,A100,Priya Sharma,Townhouse,Harborview,439253.45,Showing Scheduled,False,,,,,Went cold / unresponsive,9.0,False
L10502,2025-04-27,Referral,A107,Vikram Singh,Townhouse,Downtown Core,356091.64,Contacted,False,,,,,Chose competitor,44.0,True
L10503,2025-01-10,Zillow,A102,Ananya Iyer,Townhouse,Maple Grove,313660.91,Contacted,False,,,,,Price too high,1.0,False
L10504,2025-06-20,Website,A104,Sneha Rao,Single Family,Oakridge,400401.79,Contacted,False,,,,,Price too high,14.0,False
L10505,2025-04-18,Social Media,A106,Divya Kapoor,Condo,Maple Grove,259649.05,Contacted,False,,,,,Still in progress,4.0,False
L10506,2025-01-25,Website,A113,Rahul Chawla,Multi-Family,Pinecrest,510034.54,Lead (Uncontacted),False,,,,,Never contacted,1.0,False
L10507,2025-12-19,Website,A104,Sneha Rao,Single Family,Harborview,483881.07,Lead (Uncontacted),False,,,,,Never contacted,0.0,False
L10508,2025-06-21,Website,A101,Rohan Mehta,Single Family,Pinecrest,340019.49,Showing Scheduled,False,,,,,Still in progress,4.0,False
L10509,2025-10-02,Website,A113,Rahul Chawla,Single Family,Maple Grove,385923.41,Lead (Uncontacted),False,,,,,Never contacted,0.0,False
L10510,2025-03-03,Referral,A114,Tanvi Joshi,Condo,Riverside Heights,351948.3,Contacted,False,,,,,Changed mind,3.0,False
L10511,2025-07-16,Zillow,A107,Vikram Singh,Single Family,Oakridge,329294.5,Contacted,False,,,,,Price too high,3.0,False
L10512,2025-12-10,Referral,A104,Sneha Rao,Single Family,Downtown Core,436799.97,Showing Scheduled,False,,,,,Price too high,2.0,False
L10513,2025-07-30,Referral,A104,Sneha Rao,Condo,Downtown Core,505065.27,Contacted,False,,,,,Price too high,13.0,False
L10514,2025-01-27,Open House,A102,Ananya Iyer,Single Family,Pinecrest,180380.24,Contacted,False,,,,,Still in progress,2.0,False
L10515,2025-02-07,Zillow,A113,Rahul Chawla,Condo,Lakeview,340788.08,Contacted,False,,,,,Went cold / unresponsive,1.0,False
L10516,2025-08-23,Website,A108,Neha Gupta,Condo,Sunset Hills,184868.39,Closed,True,2025-09-28,36.0,0.028,5176.31,,,False
L10517,2025-06-27,Walk-in,A102,Ananya Iyer,Townhouse,Pinecrest,194639.33,Contacted,False,,,,,Went cold / unresponsive,15.0,False
L10518,2025-11-14,Zillow,A109,Aditya Verma,Townhouse,Pinecrest,300421.46,Contacted,False,,,,,Chose competitor,6.0,False
L10519,2025-03-19,Referral,A107,Vikram Singh,Multi-Family,Downtown Core,886338.2,Showing Completed,False,,,,,Went cold / unresponsive,1.0,False
L10520,2025-11-18,Referral,A106,Divya Kapoor,Single Family,Oakridge,329348.32,Closed,True,2025-12-18,30.0,0.028,9221.75,,,False
L10521,2025-09-16,Zillow,A105,Arjun Nair,Multi-Family,Downtown Core,914813.02,Offer Made,False,,,,,Financing fell through,0.0,False
L10522,2025-09-15,Website,A100,Priya Sharma,Condo,Lakeview,286023.83,Showing Completed,False,,,,,Went cold / unresponsive,3.0,False
L10523,2025-03-10,Walk-in,A104,Sneha Rao,Single Family,Harborview,529394.1,Contacted,False,,,,,Chose competitor,10.0,False
L10524,2025-02-04,Website,A113,Rahul Chawla,Single Family,Harborview,724280.82,Showing Completed,False,,,,,Went cold / unresponsive,9.0,False
L10525,2025-03-07,Zillow,A100,Priya Sharma,Single Family,Pinecrest,255480.35,Lead (Uncontacted),False,,,,,Never contacted,1.0,False
L10526,2025-04-01,Website,A100,Priya Sharma,Single Family,Lakeview,495614.34,Showing Scheduled,False,,,,,Went cold / unresponsive,5.0,False
L10527,2025-10-05,Referral,A107,Vikram Singh,Townhouse,Riverside Heights,479764.26,Showing Scheduled,False,,,,,Price too high,20.0,False
L10528,2025-08-13,Zillow,A104,Sneha Rao,Single Family,Downtown Core,718011.32,Offer Made,False,,,,,Chose competitor,24.0,True
L10529,2025-12-13,Zillow,A101,Rohan Mehta,Townhouse,Oakridge,322605.24,Contacted,False,,,,,Chose competitor,5.0,False
L10530,2025-06-03,Social Media,A101,Rohan Mehta,Single Family,Lakeview,555322.45,Contacted,False,,,,,Still in progress,19.0,False
L10531,2025-03-05,Referral,A106,Divya Kapoor,Condo,Harborview,388227.56,Contacted,False,,,,,Changed mind,0.0,False
L10532,2025-04-09,Open House,A106,Divya Kapoor,Single Family,Maple Grove,494548.01,Showing Completed,False,,,,,Went cold / unresponsive,2.0,False
L10533,2025-03-10,Referral,A100,Priya Sharma,Condo,Maple Grove,329252.44,Showing Completed,False,,,,,Chose competitor,5.0,False
L10534,2025-07-08,Social Media,A104,Sneha Rao,Multi-Family,Downtown Core,491752.61,Contacted,False,,,,,Chose competitor,0.0,False
L10535,2025-09-16,Zillow,A109,Aditya Verma,Single Family,Harborview,513066.42,Contacted,False,,,,,Financing fell through,6.0,False
L10536,2025-08-05,Referral,A109,Aditya Verma,Townhouse,Maple Grove,260438.87,Closed,True,2025-09-22,48.0,0.028,7292.29,,,False
L10537,2025-09-06,Social Media,A112,Pooja Reddy,Townhouse,Lakeview,539890.78,Contacted,False,,,,,Went cold / unresponsive,13.0,False
L10538,2025-12-08,Website,A112,Pooja Reddy,Single Family,Oakridge,377997.89,Lead (Uncontacted),False,,,,,Never contacted,5.0,False
L10539,2025-03-14,Referral,A107,Vikram Singh,Single Family,Pinecrest,341363.08,Contacted,False,,,,,Changed mind,5.0,False
L10540,2025-02-11,Open House,A112,Pooja Reddy,Townhouse,Oakridge,340652.21,Closed,True,2025-03-10,27.0,0.028,9538.26,,,False
L10541,2025-02-22,Referral,A111,Sameer Khan,Condo,Sunset Hills,303474.98,Contacted,False,,,,,Still in progress,0.0,False
L10542,2025-04-27,Website,A112,Pooja Reddy,Single Family,Riverside Heights,520478.03,Contacted,False,,,,,Price too high,12.0,False
L10543,2025-11-29,Referral,A103,Karan Malhotra,Condo,Maple Grove,249801.81,Showing Completed,False,,,,,Still in progress,1.0,False
L10544,2025-08-06,Website,A103,Karan Malhotra,Single Family,Riverside Heights,621899.03,Showing Completed,False,,,,,Chose competitor,3.0,False
L10545,2025-07-23,Zillow,A108,Neha Gupta,Single Family,Downtown Core,558584.19,Contacted,False,,,,,Price too high,10.0,False
L10546,2025-11-29,Social Media,A102,Ananya Iyer,Multi-Family,Maple Grove,437733.89,Closed,True,2026-01-21,53.0,0.028,12256.55,,,False
L10547,2025-04-19,Referral,A106,Divya Kapoor,Townhouse,Harborview,331929.35,Showing Completed,False,,,,,Still in progress,4.0,False
L10548,2025-10-27,Website,A107,Vikram Singh,Condo,Harborview,218385.68,Showing Completed,False,,,,,Still in progress,8.0,False
L10549,2025-12-19,Walk-in,A114,Tanvi Joshi,Single Family,Lakeview,460807.51,Lead (Uncontacted),False,,,,,Never contacted,11.0,False
L10550,2025-05-03,Open House,A111,Sameer Khan,Single Family,Downtown Core,585496.17,Lead (Uncontacted),False,,,,,Never contacted,4.0,False
L10551,2025-02-01,Website,A106,Divya Kapoor,Single Family,Downtown Core,511932.49,Lead (Uncontacted),False,,,,,Never contacted,1.0,False
L10552,2025-05-26,Social Media,A110,Ishita Bose,Single Family,Lakeview,475462.62,Contacted,False,,,,,Went cold / unresponsive,12.0,False
L10553,2025-06-21,Open House,A110,Ishita Bose,Single Family,Oakridge,331956.79,Contacted,False,,,,,Changed mind,20.0,False
L10554,2025-09-12,Referral,A100,Priya Sharma,Condo,Maple Grove,177487.32,Showing Scheduled,False,,,,,Price too high,5.0,False
L10555,2025-02-14,Website,A103,Karan Malhotra,Single Family,Maple Grove,370668.97,Lead (Uncontacted),False,,,,,Never contacted,1.0,False
L10556,2025-07-04,Open House,A101,Rohan Mehta,Single Family,Downtown Core,644033.75,Offer Made,False,,,,,Went cold / unresponsive,23.0,True
L10557,2025-11-29,Referral,A100,Priya Sharma,Single Family,Sunset Hills,474849.95,Showing Completed,False,,,,,Price too high,4.0,False
L10558,2025-11-19,Website,A100,Priya Sharma,Single Family,Pinecrest,387299.15,Lead (Uncontacted),False,,,,,Never contacted,6.0,False
L10559,2025-12-20,Walk-in,A106,Divya Kapoor,Townhouse,Maple Grove,266177.59,Offer Made,False,,,,,Chose competitor,2.0,False
L10560,2025-11-25,Website,A104,Sneha Rao,Condo,Riverside Heights,402687.01,Contacted,False,,,,,Went cold / unresponsive,4.0,False
L10561,2025-06-19,Referral,A110,Ishita Bose,Multi-Family,Harborview,574523.83,Contacted,False,,,,,Price too high,21.0,False
L10562,2025-01-12,Open House,A114,Tanvi Joshi,Single Family,Harborview,769482.93,Showing Completed,False,,,,,Went cold / unresponsive,13.0,False
L10563,2025-05-24,Referral,A107,Vikram Singh,Single Family,Maple Grove,436577.89,Closed,True,2025-06-19,26.0,0.028,12224.18,,,False
L10564,2025-11-26,Social Media,A113,Rahul Chawla,Single Family,Maple Grove,382229.14,Showing Completed,False,,,,,Financing fell through,6.0,False
L10565,2025-04-14,Social Media,A109,Aditya Verma,Townhouse,Harborview,651893.22,Contacted,False,,,,,Financing fell through,15.0,False
L10566,2025-04-30,Open House,A102,Ananya Iyer,Single Family,Oakridge,338056.64,Showing Completed,False,,,,,Financing fell through,3.0,False
L10567,2025-05-09,Social Media,A114,Tanvi Joshi,Single Family,Lakeview,384104.57,Contacted,False,,,,,Still in progress,0.0,False
L10568,2025-11-10,Zillow,A103,Karan Malhotra,Multi-Family,Downtown Core,834203.13,Showing Completed,False,,,,,Chose competitor,0.0,False
L10569,2025-06-01,Social Media,A114,Tanvi Joshi,Single Family,Maple Grove,399732.67,Contacted,False,,,,,Still in progress,1.0,False
L10570,2025-10-21,Referral,A111,Sameer Khan,Condo,Riverside Heights,369624.25,Contacted,False,,,,,Financing fell through,29.0,True
L10571,2025-01-17,Zillow,A110,Ishita Bose,Condo,Oakridge,200058.23,Lead (Uncontacted),False,,,,,Never contacted,0.0,False
L10572,2025-03-10,Social Media,A112,Pooja Reddy,Townhouse,Harborview,481360.34,Contacted,False,,,,,Price too high,1.0,False
L10573,2025-04-25,Zillow,A108,Neha Gupta,Condo,Oakridge,239902.4,Lead (Uncontacted),False,,,,,Never contacted,0.0,False
L10574,2025-02-27,Referral,A100,Priya Sharma,Condo,Downtown Core,414933.28,Showing Completed,False,,,,,Price too high,11.0,False
L10575,2025-11-19,Zillow,A110,Ishita Bose,Condo,Riverside Heights,315083.54,Showing Scheduled,False,,,,,Went cold / unresponsive,1.0,False
L10576,2025-03-10,Social Media,A107,Vikram Singh,Single Family,Sunset Hills,441887.73,Contacted,False,,,,,Price too high,7.0,False
L10577,2025-02-08,Zillow,A101,Rohan Mehta,Single Family,Oakridge,299111.06,Lead (Uncontacted),False,,,,,Never contacted,24.0,True
L10578,2025-03-18,Walk-in,A101,Rohan Mehta,Single Family,Harborview,493444.11,Lead (Uncontacted),False,,,,,Never contacted,23.0,True
L10579,2025-06-18,Website,A101,Rohan Mehta,Single Family,Harborview,574989.79,Contacted,False,,,,,Chose competitor,5.0,False
L10580,2025-09-27,Referral,A104,Sneha Rao,Condo,Maple Grove,315288.3,Closed,True,2025-11-22,56.0,0.028,8828.07,,,False
L10581,2025-05-31,Zillow,A107,Vikram Singh,Condo,Oakridge,97698.54,Showing Completed,False,,,,,Still in progress,12.0,False
